channel code,order no,extern order no,flipkart extern order no,unique external order no,order date & time,date,order type,order level status,line status,sr status,forward status,report status,cancellation type,reason for cancellation,bill city,bill pin code,bill email,bill phone,bill state,ship city,ship pincode,ship email,ship phone,ship state,sku,ean,order amount,line amount,mrp,discount amount,order qty,voucher code,voucher amount,shipping charges,brand code,fullfilment location name,fullfilment location pincode,fullfilment location city,fullfilment location state,location type,extern location code,shipment id,extern transporter name,awb,razorpay status,razorpay order id,razorpay payment id,transporter remarks,transporter remarks2,transporter shipment id,internal invoice no,external invoice no,invoice date,pack time & date,ship by date,shipped  complete time & date,line level tax value,order level tax value,tagloop,on hold,bag id,marketplace name,marketplace type,line cancellation reason,line cancelled by,sr pickup timestamp,sr customer delivered timestamp,sr pickup ageing in days,sr delivered ageing in days,exchange original bagid,replacement order,customer order tag,payment gateway name,pg amount (bagid),ca+brand point redemption (bag id),egc redemption (bag id),is exchange,original bagid,original order no,payu payment id,order channel,delivered_date,marketplace/web,order-sku_combo,fulfillment_id,order_dt,order_dt_date,order_dt_time,pack_dt,pack_dt_date,pack_dt_time,ship_dt,ship_dt_date,ship_dt_time,del_dt,del_dt_date,del_dt_time,sr_order picked up date,sr_order deliver date,sr_pickupdt,sr_pickupdt_date,sr_pickupdt_time,sr_deliverdt,sr_deliverdt_date,sr_deliverdt_time,o2p,p2s,s2d,o2d,o2p_D,p2s_D,s2d_D,o2d_D,o2p_Abs,p2s_Abs,s2d_Abs,o2d_Abs,o2p_H,p2s_H,s2d_H,o2d_H,lane,sr_zone,sr_charged weight,sr_edd,sr_weight (kg),sr_awb code,sr_awb assigned date,sr_order tags,sr_master courier
NB,NB50000705,NBI00500705,,NBI00500705,1/29/2026 18:14,1/29/2026,COD,Cancelled,shipped complete,pickup scheduled,delivered,Pickup pending,Out of Stock,Duplicate order,Delhi,110001,user64538@example.com,9925143796,Delhi,Delhi,110001,user64538@example.com,9925143796,Delhi,SKU6137166,6.40E+12,3199,3199,3499,300,1,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH45,LFW319541750,BlueDart,3228162148,,,pay_NBLHOCLNYJDK,,,TSID319541750,NBLFW9234394778,9.81E+14,1/29/2026 18:14,1/29/2026 20:34,1/31/2026 13:13,1/29/2026 22:45,159.95,159.95,,NO,NBI00500705-049669570-1,Shopify,Custom,,,,,,,NO,,,,Web,1/31/2026,Website,NBI00500705049669570,NBI00500705049669570,1/29/2026 18:14,1/29/2026,18:14:17,1/29/2026 20:34,Marketplace,20:34:28,1/29/2026 22:45,1/29/2026,22:45:08,1/31/2026 21:14,1/31/2026,21:14:38,1/29/2026,1/31/2026,1/29/2026 22:45,1/29/2026,22:45:08,1/31/2026 21:14,1/31/2026,21:14:38,2.336,2.178,46.492,51.006,D0,D0,D1,D2,2.336,2.178,46.492,51.006,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Delhi,z_b,1,02-02-2026,1,3228162148,1/29/2026 20:29,WMS,BlueDart,,,,,,,
RK,RK50000706,RKI00500706,,RKI00500706,2/21/2026 4:54,2/21/2026,COD,Partially Shipped,shipped complete,delivered,cancelled,Pickup pending,Out of Stock,Duplicate order,Mumbai,400077,user57210@example.com,8379836125,Maharashtra,Mumbai,400077,user57210@example.com,8379836125,Maharashtra,SKU8226768,6.10E+12,799,799,1499,700,2,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH78,LFW374484535,ElasticRun SDD,4612168543,,,pay_RKEZDMFIOWJE,,,TSID374484535,RKLFW3942820770,9.38E+14,2/21/2026 4:54,2/21/2026 8:37,2/24/2026 4:16,2/21/2026 9:20,39.95,39.95,,NO,RKI00500706-777676119-1,WooCommerce,Custom,,,,,,,NO,,,,App,2/23/2026,Website,RKI00500706777676119,RKI00500706777676119,2/21/2026 4:54,2/21/2026,04:54:10,2/21/2026 8:37,Marketplace,08:37:08,2/21/2026 9:20,2/21/2026,09:20:44,2/23/2026 7:43,2/23/2026,07:43:47,2/21/2026,2/23/2026,2/21/2026 9:20,2/21/2026,09:20:44,2/23/2026 7:43,2/23/2026,07:43:47,3.716,0.727,46.384,50.827,D0,D0,D1,D2,3.716,0.727,46.384,50.827,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Mumbai,z_b,0.9,2/23/2026,0.7,4612168543,2/21/2026 8:32,WMS,ElasticRun SDD,,,,,,,
NB,NB50000707,NBI00500707,,NBI00500707,02-12-2026 19:11,02-12-2026,COD,Partially Shipped,shipped complete,pending,cancelled,Pickup pending,,,Kolkata,700001,user88829@example.com,9563032885,West Bengal,Kolkata,700001,user88829@example.com,9563032885,West Bengal,SKU7452349,6.49E+12,1299,1299,1499,200,1,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH67,LFW846597800,Ekart,6300653655,,,pay_NBLWVKNPZIAS,,,TSID846597800,NBLFW2377917276,9.82E+14,02-12-2026 19:11,02-12-2026 21:55,2/15/2026 13:57,02-12-2026 23:56,64.95,64.95,,NO,NBI00500707-073826300-1,Shopify,Custom,,,,,,,NO,,,,Web,2/14/2026,Website,NBI00500707073826300,NBI00500707073826300,02-12-2026 19:11,02-12-2026,19:11:34,02-12-2026 21:55,Marketplace,21:55:10,02-12-2026 23:56,02-12-2026,23:56:03,2/14/2026 8:03,2/14/2026,08:03:06,02-12-2026,2/14/2026,02-12-2026 23:56,02-12-2026,23:56:03,2/14/2026 8:03,2/14/2026,08:03:06,2.727,2.015,32.117,36.859,D0,D0,D1,D1,2.727,2.015,32.117,36.859,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Kolkata,z_b,1.8,2/15/2026,1.5,6300653655,02-12-2026 21:50,WMS,Ekart,,,,,,,
VS,VS50000708,VSI00500708,,VSI00500708,01-04-2026 01:38,01-04-2026,COD,Shipped,shipped complete,pending,delivered,Pickup pending,,,Mumbai,400077,user20370@example.com,7383011865,Maharashtra,Mumbai,400077,user20370@example.com,7383011865,Maharashtra,SKU6857170,6.69E+12,4999,4999,4999,0,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH78,LFW152638946,BlueDart,2105451044,,,pay_VSTEJMNEKONB,,,TSID152638946,VSLFW1058203117,9.40E+14,01-04-2026 01:38,01-04-2026 05:17,01-06-2026 19:33,01-04-2026 07:57,249.95,249.95,,NO,VSI00500708-658247223-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,01-05-2026,Website,VSI00500708658247223,VSI00500708658247223,01-04-2026 01:38,01-04-2026,01:38:44,01-04-2026 05:17,Web,05:17:54,01-04-2026 07:57,01-04-2026,07:57:31,01-05-2026 00:39,01-05-2026,00:39:54,01-04-2026,01-05-2026,01-04-2026 07:57,01-04-2026,07:57:31,01-05-2026 00:39,01-05-2026,00:39:54,3.653,2.66,16.706,23.019,D0,D0,D0,D0,3.653,2.66,16.706,23.019,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Bhiwandi-Mumbai,z_b,0.5,01-07-2026,0.3,2105451044,01-04-2026 05:12,WMS,BlueDart,,,,,,,
ZP,ZP50000709,ZPI00500709,,ZPI00500709,1/22/2026 15:21,1/22/2026,COD,Shipped,cancelled,delivered,pickup pending,Pickup pending,,,Delhi,110001,user34277@example.com,9183941441,Delhi,Delhi,110001,user34277@example.com,9183941441,Delhi,SKU7255647,6.61E+12,1199,1199,1499,300,3,,0,0,ZP,ZP Center,110020,Delhi,Delhi,WH,MBWH68,LFW933097589,ElasticRun SDD,4652059802,,,pay_ZPIJIMSNJLYU,,,TSID933097589,ZPLFW7430678811,9.16E+14,1/22/2026 15:21,1/22/2026 16:40,1/25/2026 0:03,1/22/2026 19:12,59.95,59.95,,NO,ZPI00500709-142531338-1,Custom,Custom,,,,,,,NO,,,,Web,1/24/2026,Website,ZPI00500709142531338,ZPI00500709142531338,1/22/2026 15:21,1/22/2026,15:21:16,1/22/2026 16:40,Web,16:40:29,1/22/2026 19:12,1/22/2026,19:12:39,1/24/2026 4:23,1/24/2026,04:23:06,1/22/2026,1/24/2026,1/22/2026 19:12,1/22/2026,19:12:39,1/24/2026 4:23,1/24/2026,04:23:06,1.32,2.536,33.174,37.031,D0,D0,D1,D1,1.32,2.536,33.174,37.031,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Delhi,z_b,1.4,1/24/2026,1.4,4652059802,1/22/2026 16:35,WMS,ElasticRun SDD,,,,,,,
NB,NB50000710,NBI00500710,,NBI00500710,1/31/2026 19:52,1/31/2026,COD,Shipped,cancelled,pending,delivered,Pickup pending,Customer Request,Changed mind,Delhi,110001,user65719@example.com,9981566200,Delhi,Delhi,110001,user65719@example.com,9981566200,Delhi,SKU9273081,6.79E+12,1299,1299,1999,700,2,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH42,LFW464811314,ElasticRun SDD,6624414748,,,pay_NBLDSDRODNER,,,TSID464811314,NBLFW2740222969,9.92E+14,1/31/2026 19:52,1/31/2026 22:46,02-03-2026 04:32,1/31/2026 23:56,64.95,64.95,,NO,NBI00500710-693561458-1,Custom,Custom,,,,,,,NO,,,,App,02-03-2026,Website,NBI00500710693561458,NBI00500710693561458,1/31/2026 19:52,1/31/2026,19:52:14,1/31/2026 22:46,Marketplace,22:46:08,1/31/2026 23:56,1/31/2026,23:56:54,02-03-2026 08:42,02-03-2026,08:42:04,1/31/2026,02-03-2026,1/31/2026 23:56,1/31/2026,23:56:54,02-03-2026 08:42,02-03-2026,08:42:04,2.898,1.18,56.753,60.831,D0,D0,D2,D2,2.898,1.18,56.753,60.831,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Delhi,z_b,1.4,02-04-2026,1,6624414748,1/31/2026 22:41,WMS,ElasticRun SDD,,,,,,,
RK,RK50000711,RKI00500711,,RKI00500711,3/20/2026 1:52,3/20/2026,COD,Cancelled,shipped complete,pending,cancelled,Pickup pending,,,Mumbai,400077,user92566@example.com,7929729861,Maharashtra,Mumbai,400077,user92566@example.com,7929729861,Maharashtra,SKU5246621,6.37E+12,2499,2499,2499,0,2,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH55,LFW128086874,BlueDart,3470301572,,,pay_RKLLJITJBUZT,,,TSID128086874,RKLFW7993713076,9.64E+14,3/20/2026 1:52,3/20/2026 3:14,3/21/2026 20:08,3/20/2026 4:12,124.95,124.95,,NO,RKI00500711-204091924-1,Custom,Custom,,,,,,,NO,,,,App,3/21/2026,Website,RKI00500711204091924,RKI00500711204091924,3/20/2026 1:52,3/20/2026,01:52:37,3/20/2026 3:14,Web,03:14:18,3/20/2026 4:12,3/20/2026,04:12:46,3/21/2026 14:05,3/21/2026,14:05:59,3/20/2026,3/21/2026,3/20/2026 4:12,3/20/2026,04:12:46,3/21/2026 14:05,3/21/2026,14:05:59,1.361,0.974,33.887,36.223,D0,D0,D1,D1,1.361,0.974,33.887,36.223,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Mumbai,z_b,1.8,3/24/2026,1.7,3470301572,3/20/2026 3:09,WMS,BlueDart,,,,,,,
RK,RK50000712,RKI00500712,,RKI00500712,02-04-2026 21:28,02-04-2026,COD,Delivered,delivered,pickup scheduled,delivered,Pickup pending,Customer Request,Changed mind,Chennai,600001,user35761@example.com,9971962099,Tamil Nadu,Chennai,600001,user35761@example.com,9971962099,Tamil Nadu,SKU8942323,6.74E+12,3799,3799,3999,200,1,,0,0,RK,RK Hub,400701,Navi Mumbai,Maharashtra,WH,MBWH17,LFW331730963,Ekart,9153982775,,,pay_RKHNNZTRAZUF,,,TSID331730963,RKLFW4351564668,9.73E+14,02-04-2026 21:28,02-05-2026 00:07,02-07-2026 07:32,02-05-2026 01:31,189.95,189.95,,NO,RKI00500712-967780833-1,Magento,Custom,,,,,,,NO,,,,App,02-07-2026,Website,RKI00500712967780833,RKI00500712967780833,02-04-2026 21:28,02-04-2026,21:28:38,02-05-2026 00:07,Web,00:07:33,02-05-2026 01:31,02-05-2026,01:31:05,02-07-2026 09:28,02-07-2026,09:28:19,02-05-2026,02-07-2026,02-05-2026 01:31,02-05-2026,01:31:05,02-07-2026 09:28,02-07-2026,09:28:19,2.649,1.392,55.954,59.995,D0,D0,D2,D2,2.649,1.392,55.954,59.995,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Navi Mumbai-Chennai,z_b,0.8,02-08-2026,0.7,9153982775,02-05-2026 00:02,WMS,Ekart,,,,,,,
AX,AX50000713,AXI00500713,,AXI00500713,01-08-2026 22:05,01-08-2026,Prepaid,Delivered,processing,pickup scheduled,cancelled,Pickup pending,,,Mumbai,400077,user49275@example.com,7995137068,Maharashtra,Mumbai,400077,user49275@example.com,7995137068,Maharashtra,SKU9022847,6.96E+12,3799,3799,4499,700,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH87,LFW729662583,Ekart,5273388258,,,pay_AXEGBPVBAQCG,,,TSID729662583,AXLFW5774699161,9.37E+14,01-08-2026 22:05,01-09-2026 00:54,01-10-2026 15:07,01-09-2026 02:23,189.95,189.95,,NO,AXI00500713-611885568-1,Shopify,Custom,,,,,,,NO,,,,App,01-09-2026,Website,AXI00500713611885568,AXI00500713611885568,01-08-2026 22:05,01-08-2026,22:05:29,01-09-2026 00:54,Marketplace,00:54:03,01-09-2026 02:23,01-09-2026,02:23:46,01-09-2026 20:33,01-09-2026,20:33:10,01-09-2026,01-09-2026,01-09-2026 02:23,01-09-2026,02:23:46,01-09-2026 20:33,01-09-2026,20:33:10,2.809,1.495,18.157,22.461,D0,D0,D0,D0,2.809,1.495,18.157,22.461,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Bengaluru-Mumbai,z_b,0.3,1/13/2026,0.2,5273388258,01-09-2026 00:49,WMS,Ekart,,,,,,,
VS,VS50000714,VSI00500714,,VSI00500714,3/15/2026 19:47,3/15/2026,COD,Shipped,shipped complete,delivered,delivered,Pickup pending,,,Kolkata,700001,user30842@example.com,9275908161,West Bengal,Kolkata,700001,user30842@example.com,9275908161,West Bengal,SKU1063431,6.76E+12,3299,3299,3999,700,3,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH13,LFW173198385,BlueDart,1169335260,,,pay_VSVNUSIEGSJG,,,TSID173198385,VSLFW5255963783,9.83E+14,3/15/2026 19:47,3/15/2026 21:19,3/17/2026 0:28,3/15/2026 23:46,164.95,164.95,,NO,VSI00500714-891958082-1,Custom,Custom,,,,,,,NO,,,,Web,3/18/2026,Website,VSI00500714891958082,VSI00500714891958082,3/15/2026 19:47,3/15/2026,19:47:25,3/15/2026 21:19,Web,21:19:02,3/15/2026 23:46,3/15/2026,23:46:02,3/18/2026 1:10,3/18/2026,01:10:42,3/15/2026,3/18/2026,3/15/2026 23:46,3/15/2026,23:46:02,3/18/2026 1:10,3/18/2026,01:10:42,1.527,2.45,49.411,53.388,D0,D0,D2,D2,1.527,2.45,49.411,53.388,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Kolkata,z_b,1.2,3/18/2026,0.8,1169335260,3/15/2026 21:14,WMS,BlueDart,,,,,,,
ZP,ZP50000715,ZPI00500715,,ZPI00500715,2/19/2026 5:34,2/19/2026,Prepaid,Cancelled,processing,delivered,pickup pending,Pickup pending,,,Chennai,600001,user80565@example.com,8647334176,Tamil Nadu,Chennai,600001,user80565@example.com,8647334176,Tamil Nadu,SKU6444267,6.81E+12,2499,2499,2499,0,3,,0,0,ZP,ZP Center,110020,Delhi,Delhi,WH,MBWH28,LFW270063013,Ekart,5615457590,,,pay_ZPQVQSITCZFQ,,,TSID270063013,ZPLFW2536524550,9.55E+14,2/19/2026 5:34,2/19/2026 8:43,2/21/2026 11:48,2/19/2026 9:50,124.95,124.95,,NO,ZPI00500715-684537722-1,Magento,Custom,,,,,,,NO,,,,App,2/21/2026,Website,ZPI00500715684537722,ZPI00500715684537722,2/19/2026 5:34,2/19/2026,05:34:25,2/19/2026 8:43,Web,08:43:56,2/19/2026 9:50,2/19/2026,09:50:08,2/21/2026 11:30,2/21/2026,11:30:14,2/19/2026,2/21/2026,2/19/2026 9:50,2/19/2026,09:50:08,2/21/2026 11:30,2/21/2026,11:30:14,3.159,1.103,49.668,53.93,D0,D0,D2,D2,3.159,1.103,49.668,53.93,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Chennai,z_b,1.3,2/23/2026,1.1,5615457590,2/19/2026 8:38,WMS,Ekart,,,,,,,
ZP,ZP50000716,ZPI00500716,,ZPI00500716,01-07-2026 06:46,01-07-2026,COD,Shipped,cancelled,in transit,in transit,Pickup pending,Customer Request,Changed mind,Delhi,110001,user61860@example.com,8902328436,Delhi,Delhi,110001,user61860@example.com,8902328436,Delhi,SKU7327602,6.68E+12,3699,3699,3999,300,1,,0,0,ZP,ZP Center,110020,Delhi,Delhi,WH,MBWH33,LFW119595331,Ekart,1215588463,,,pay_ZPLKACSGLGCV,,,TSID119595331,ZPLFW2226904739,9.41E+14,01-07-2026 06:46,01-07-2026 09:06,01-08-2026 14:42,01-07-2026 11:22,184.95,184.95,,NO,ZPI00500716-325133765-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,01-10-2026,Website,ZPI00500716325133765,ZPI00500716325133765,01-07-2026 06:46,01-07-2026,06:46:29,01-07-2026 09:06,Web,09:06:15,01-07-2026 11:22,01-07-2026,11:22:00,01-10-2026 02:46,01-10-2026,02:46:57,01-07-2026,01-10-2026,01-07-2026 11:22,01-07-2026,11:22:00,01-10-2026 02:46,01-10-2026,02:46:57,2.329,2.262,63.416,68.008,D0,D0,D2,D2,2.329,2.262,63.416,68.008,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Delhi,z_b,1.8,01-10-2026,1.5,1215588463,01-07-2026 09:01,WMS,Ekart,,,,,,,
VS,VS50000717,VSI00500717,,VSI00500717,1/29/2026 10:58,1/29/2026,COD,Cancelled,shipped complete,in transit,in transit,Pickup pending,Customer Request,Changed mind,Delhi,110001,user45500@example.com,8071814410,Delhi,Delhi,110001,user45500@example.com,8071814410,Delhi,SKU8737204,6.62E+12,2499,2499,2499,0,2,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH19,LFW857678668,Delhivery,5053246327,,,pay_VSNCGQMKIWSN,,,TSID857678668,VSLFW2912569834,9.73E+14,1/29/2026 10:58,1/29/2026 14:03,02-01-2026 10:21,1/29/2026 16:22,124.95,124.95,,NO,VSI00500717-952370300-1,Magento,Custom,,,,,,,NO,,,,Web,1/31/2026,Website,VSI00500717952370300,VSI00500717952370300,1/29/2026 10:58,1/29/2026,10:58:27,1/29/2026 14:03,Web,14:03:27,1/29/2026 16:22,1/29/2026,16:22:02,1/31/2026 23:19,1/31/2026,23:19:01,1/29/2026,1/31/2026,1/29/2026 16:22,1/29/2026,16:22:02,1/31/2026 23:19,1/31/2026,23:19:01,3.083,2.31,54.95,60.343,D0,D0,D2,D2,3.083,2.31,54.95,60.343,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bhiwandi-Delhi,z_b,2,1/30/2026,1.8,5053246327,1/29/2026 13:58,WMS,Delhivery,,,,,,,
AX,AX50000718,AXI00500718,,AXI00500718,01-06-2026 19:11,01-06-2026,Prepaid,Shipped,cancelled,delivered,pickup pending,Pickup pending,Customer Request,Changed mind,Jaipur,302001,user43797@example.com,7454810356,Rajasthan,Jaipur,302001,user43797@example.com,7454810356,Rajasthan,SKU1519061,6.87E+12,699,699,999,300,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH42,LFW756321537,Ekart,9348248765,,,pay_AXFJMIYBMSIV,,,TSID756321537,AXLFW7988504387,9.03E+14,01-06-2026 19:11,01-06-2026 22:40,01-09-2026 05:19,01-06-2026 23:23,34.95,34.95,,NO,AXI00500718-557204200-1,Custom,Custom,,,,,,,NO,,,,App,01-09-2026,Website,AXI00500718557204200,AXI00500718557204200,01-06-2026 19:11,01-06-2026,19:11:39,01-06-2026 22:40,Marketplace,22:40:49,01-06-2026 23:23,01-06-2026,23:23:20,01-09-2026 13:11,01-09-2026,13:11:31,01-06-2026,01-09-2026,01-06-2026 23:23,01-06-2026,23:23:20,01-09-2026 13:11,01-09-2026,13:11:31,3.486,0.709,61.803,65.998,D0,D0,D2,D2,3.486,0.709,61.803,65.998,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Jaipur,z_b,2,01-09-2026,1.6,9348248765,01-06-2026 22:35,WMS,Ekart,,,,,,,
ZP,ZP50000719,ZPI00500719,,ZPI00500719,03-05-2026 17:52,03-05-2026,Prepaid,Cancelled,cancelled,pending,cancelled,Pickup pending,Customer Request,Changed mind,Bengaluru,560001,user48641@example.com,7643676486,Karnataka,Bengaluru,560001,user48641@example.com,7643676486,Karnataka,SKU2629693,6.06E+12,2799,2799,3499,700,1,,0,0,ZP,ZP Center,110020,Delhi,Delhi,WH,MBWH77,LFW628178486,Ekart,6026846481,,,pay_ZPVQVNYFNQIT,,,TSID628178486,ZPLFW9407282624,9.04E+14,03-05-2026 17:52,03-05-2026 19:12,03-08-2026 09:35,03-05-2026 19:59,139.95,139.95,,NO,ZPI00500719-773150811-1,Magento,Custom,,,,,,,NO,,,,Web,03-07-2026,Website,ZPI00500719773150811,ZPI00500719773150811,03-05-2026 17:52,03-05-2026,17:52:30,03-05-2026 19:12,Marketplace,19:12:11,03-05-2026 19:59,03-05-2026,19:59:33,03-07-2026 17:41,03-07-2026,17:41:53,03-05-2026,03-07-2026,03-05-2026 19:59,03-05-2026,19:59:33,03-07-2026 17:41,03-07-2026,17:41:53,1.328,0.79,45.705,47.823,D0,D0,D1,D1,1.328,0.79,45.705,47.823,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Delhi-Bengaluru,z_b,0.5,03-06-2026,0.5,6026846481,03-05-2026 19:07,WMS,Ekart,,,,,,,
NB,NB50000720,NBI00500720,,NBI00500720,2/18/2026 15:10,2/18/2026,Prepaid,Partially Shipped,processing,in transit,cancelled,Pickup pending,Customer Request,Changed mind,Ahmedabad,380001,user82513@example.com,7998822533,Gujarat,Ahmedabad,380001,user82513@example.com,7998822533,Gujarat,SKU5440575,6.47E+12,2799,2799,3499,700,2,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH67,LFW230458469,ElasticRun SDD,6638815218,,,pay_NBDQUNPPZBNN,,,TSID230458469,NBLFW9012461371,9.15E+14,2/18/2026 15:10,2/18/2026 16:24,2/20/2026 16:50,2/18/2026 18:32,139.95,139.95,,NO,NBI00500720-096169835-1,Magento,Custom,,,,,,,NO,,,,Web,2/19/2026,Website,NBI00500720096169835,NBI00500720096169835,2/18/2026 15:10,2/18/2026,15:10:03,2/18/2026 16:24,Web,16:24:12,2/18/2026 18:32,2/18/2026,18:32:13,2/19/2026 9:10,2/19/2026,09:10:56,2/18/2026,2/19/2026,2/18/2026 18:32,2/18/2026,18:32:13,2/19/2026 9:10,2/19/2026,09:10:56,1.236,2.133,14.645,18.015,D0,D0,D0,D0,1.236,2.133,14.645,18.015,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Thane-Ahmedabad,z_b,1.4,2/20/2026,1.3,6638815218,2/18/2026 16:19,WMS,ElasticRun SDD,,,,,,,
AX,AX50000721,AXI00500721,,AXI00500721,1/16/2026 5:57,1/16/2026,Prepaid,Partially Shipped,processing,in transit,delivered,Pickup pending,Customer Request,Changed mind,Surat,395001,user41582@example.com,8965716256,Gujarat,Surat,395001,user41582@example.com,8965716256,Gujarat,SKU3658187,6.82E+12,2799,2799,3499,700,2,,0,0,AX,AX Fulfillment,560100,Bengaluru,Karnataka,WH,MBWH53,LFW837632762,Ekart,1439195248,,,pay_AXARRBELPVBZ,,,TSID837632762,AXLFW4308670736,9.60E+14,1/16/2026 5:57,1/16/2026 6:59,1/17/2026 11:16,1/16/2026 9:04,139.95,139.95,,NO,AXI00500721-802731270-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,App,1/18/2026,Website,AXI00500721802731270,AXI00500721802731270,1/16/2026 5:57,1/16/2026,05:57:20,1/16/2026 6:59,Web,06:59:15,1/16/2026 9:04,1/16/2026,09:04:31,1/18/2026 20:48,1/18/2026,20:48:30,1/16/2026,1/18/2026,1/16/2026 9:04,1/16/2026,09:04:31,1/18/2026 20:48,1/18/2026,20:48:30,1.032,2.088,59.733,62.853,D0,D0,D2,D2,1.032,2.088,59.733,62.853,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Bengaluru-Surat,z_b,1.9,1/20/2026,1.5,1439195248,1/16/2026 6:54,WMS,Ekart,,,,,,,
NB,NB50000722,NBI00500722,,NBI00500722,2/17/2026 21:19,2/17/2026,COD,Partially Shipped,processing,pending,cancelled,Pickup pending,Out of Stock,Duplicate order,Hyderabad,500001,user77538@example.com,8233498597,Telangana,Hyderabad,500001,user77538@example.com,8233498597,Telangana,SKU7567022,6.99E+12,3999,3999,3999,0,2,,0,0,NB,NB Warehouse,421301,Thane,Maharashtra,WH,MBWH12,LFW938107417,XpressBees,1233435016,,,pay_NBURPDRGUJDY,,,TSID938107417,NBLFW2545093580,9.69E+14,2/17/2026 21:19,2/18/2026 0:10,2/19/2026 12:35,2/18/2026 2:53,199.95,199.95,,NO,NBI00500722-724152768-1,Salesforce Commerce Cloud,Salesforce,,,,,,,NO,,,,Web,2/20/2026,Website,NBI00500722724152768,NBI00500722724152768,2/17/2026 21:19,2/17/2026,21:19:22,2/18/2026 0:10,Marketplace,00:10:47,2/18/2026 2:53,2/18/2026,02:53:32,2/20/2026 4:15,2/20/2026,04:15:26,2/18/2026,2/20/2026,2/18/2026 2:53,2/18/2026,02:53:32,2/20/2026 4:15,2/20/2026,04:15:26,2.857,2.712,49.365,54.935,D0,D0,D2,D2,2.857,2.712,49.365,54.935,0-6Hrs,0-6Hrs,24+Hrs,24+Hrs,Thane-Hyderabad,z_b,1.2,2/21/2026,1,1233435016,2/18/2026 0:05,WMS,XpressBees,,,,,,,
VS,VS50000723,VSI00500723,,VSI00500723,1/30/2026 21:57,1/30/2026,COD,Shipped,processing,pending,in transit,Pickup pending,,,Surat,395001,user60175@example.com,7686823307,Gujarat,Surat,395001,user60175@example.com,7686823307,Gujarat,SKU6254291,6.72E+12,3999,3999,3999,0,3,,0,0,VS,LF Logistics,421302,Bhiwandi,Maharastra,WH,MBWH64,LFW403496474,BlueDart,5317794163,,,pay_VSZBDTRKPKJP,,,TSID403496474,VSLFW9808715411,9.58E+14,1/30/2026 21:57,1/31/2026 1:13,02-02-2026 07:37,1/31/2026 2:25,199.95,199.95,,NO,VSI00500723-557489681-1,Shopify,Custom,,,,,,,NO,,,,Web,1/31/2026,Website,VSI00500723557489681,VSI00500723557489681,1/30/2026 21:57,1/30/2026,21:57:25,1/31/2026 1:13,Marketplace,01:13:35,1/31/2026 2:25,1/31/2026,02:25:05,1/31/2026 18:08,1/31/2026,18:08:12,1/31/2026,1/31/2026,1/31/2026 2:25,1/31/2026,02:25:05,1/31/2026 18:08,1/31/2026,18:08:12,3.269,1.192,15.719,20.18,D0,D0,D0,D0,3.269,1.192,15.719,20.18,0-6Hrs,0-6Hrs,12-24Hrs,12-24Hrs,Bhiwandi-Surat,z_b,0.9,02-01-2026,0.7,5317794163,1/31/2026 1:08,WMS,BlueDart,,,,,,,
